icao,name,lon,lat,type,municipality
SD4V,Socorro Airport,-46.545574,-22.560973,small_airport,Socorro
SD4W,Fazenda Realeza Airstrip,-54.631823,-20.697794,small_airport,Campo Grande
SD4X,Tedesco Heliport,-52.997222,-25.566510,heliport,São Jorge d'Oeste
SD4Y,Fazenda Vista Alegre Airstrip,-44.792445,-16.770461,small_airport,Ibiaí
SD4Z,Fazenda Santo Eugênio Airstrip,-56.720752,-19.334227,small_airport,Corumbá
SD59,Fazenda Terra Santa Heliport,-39.008278,-12.411306,heliport,São Gonçalo dos Campos
SD5B,Fazenda São Judas Tadeu Airstrip,-53.160420,-19.405656,small_airport,Paraíso das Águas
SD5C,Fazenda Estrela Grande Airstrip,-50.532449,-15.154120,small_airport,Araguapaz
SD5D,Fazenda Indaiá II Airstrip,-53.053367,-19.125675,small_airport,Paraíso das Águas
SD5E,Fazenda Serra da Lua Airport,-60.212186,2.608264,small_airport,Bonfim
SD5F,São Vicente de Paulo Hospital Helistop,-41.678985,-21.138282,heliport,Bom Jesus do Itabapoana
SD5G,Fazenda Viúva Negra Airstrip,-49.761214,-27.641864,small_airport,Otacílio Costa
SD5I,Agrodan  Airstrip,-39.162056,-8.667458,small_airport,Belém do São Francisco
SD5J,Ninho das Águias Heliport,-48.615408,-27.008596,heliport,Balneário Camboriú
SD5K,Santa Lucia Airport,-53.022319,-27.092730,small_airport,Alpestre
SD5L,Teófilo Otoni Regional Hospital Helipad,-41.507514,-17.831536,heliport,Teófilo Otoni
SD5M,Casa Bahls Heliport,-42.850726,-22.723629,heliport,Itaboraí
SD5N,Fazenda HD Airstrip,-61.445344,-8.113286,small_airport,Novo Aripuanã
SD5P,Alphaville Guarajuba Heliport,-38.104447,-12.681627,heliport,Camaçari
SD5Q,Inocência Airport,-51.896498,-19.760682,small_airport,Inocência
SD5R,Fazenda São Jorge Airport,-49.530561,-13.563394,small_airport,Porangatu
SD5S,Fazenda Balsa Airstrip,-58.439431,-11.600778,small_airport,Juína
SD5U,Fazenda Tupan Airport,-56.049785,-13.668789,small_airport,Nova Mutum
SD5V,Fazenda Vista Verde Airstrip,-38.573239,-11.713361,small_airport,Sátiro Dias
SD5W,Fazenda Santo Antônio Heliport,-44.151822,-19.314664,heliport,Funilândia
SD5X,Heli Boss Heliport,-43.301817,-23.008569,heliport,Rio de Janeiro
SD5Z,Fazenda Pamaluce Airstrip,-48.718138,-14.930284,small_airport,Niquelândia
SD6A,Todeschini Airstrip,-52.897500,-30.547500,small_airport,Cachoeira do Sul
SD6B,Fazenda Chapadão,-53.767746,-9.934610,small_airport,Peixoto de Azevedo
SD6D,Granitos.com Heliport,-51.740627,-28.662867,heliport,Nova Araçá
SD6E,Combate Aviação Agrícola Airstrip,-49.779031,-17.750567,small_airport,Vicentinópolis
SD6F,Hospital Estadual de São José dos Campos Helipad,-45.908046,-23.238596,heliport,São José dos Campos
SD6G,Fazenda Esplanada Airstrip,-48.555833,-12.213333,small_airport,Peixe
SD6H,Fazenda Hill Valley Airport,-51.374597,-29.563301,small_airport,São Sebastião do Caí
SD6I,Ninho do Pássaro II Heliport,-48.913335,-26.713563,heliport,Luiz Alves
SD6J,Fazenda Fortaleza Airstrip,-57.244448,-11.174806,small_airport,Juara
SD6K,Fazenda Guará Airstrip,-60.018426,-15.050319,small_airport,Vila Bela da Santíssima Trindade
SD6L,Fazenda Paraíso Airstrip,-53.422778,-20.820278,small_airport,Ribas do Rio Pardo
SD6M,Parque da Cidade Torre B1,-46.705000,-23.625000,heliport,São Paulo
SD6N,Fazenda Chapadão Airport,-54.016668,-9.744952,small_airport,Matupá
SD6O,Pontal das Graças Heliport,-49.737586,-23.292658,heliport,Ribeirão Claro
SD6P,Belmonte Airport,-38.871899,-15.871700,small_airport,Belmonte
SD6Q,Parque da Cidade Torre B2 Helipad,-46.704404,-23.624955,heliport,São Paulo
SD6R,Parque da Cidade Torre B3 Helipad,-46.703643,-23.624886,heliport,São Paulo
SD6S,Fazenda Torre III Airsrtip,-53.601046,-16.855913,small_airport,Alto Garças
SD6T,Fazenda Santa Maria Airstrip,-54.429444,-20.869444,small_airport,Campo Grande
SD6U,Fazenda Brasnorte Airstrip,-58.191111,-12.690000,small_airport,Brasnorte
SD6V,Aeródromo Privado Fazenda Maringá III,-60.124823,-14.447571,small_airport,Vila Bela da Santíssima Trindade
SD6W,Helisai Heliport,-48.765772,-27.680506,heliport,Santo Amaro da Imperatriz
SD6X,Malboro Airport,-60.848301,2.701879,small_airport,Boa Vista
SD6Y,Fazenda Bom Retiro Airstrip,-67.789722,-9.358056,small_airport,Boca do Acre
SD6Z,VCM Airstrip,-50.607500,-23.220556,small_airport,Guararapes
SD70,Fazenda Vitória Airport,-54.976424,-19.615596,small_airport,Rio Negro
SD75,JMG Agropecuária Airstrip,-45.411700,-19.023319,small_airport,Abaeté
SD7B,Fazenda Bahia Airstrip,-55.053735,-0.755395,small_airport,Alenquer
SD7C,Serrinha Airport,-50.034378,-25.459637,small_airport,Palmeira
SD7E,Fazenda Canaã Airport,-42.792601,-4.960619,small_airport,Teresina
SD7F,Fazenda Filipinas Airstrip,-68.569479,-10.783142,small_airport,Epitaciolândia
SD7G,Fazenda Leyton Airport,-55.651111,-13.963333,small_airport,Nova Mutum
SD7I,Canto Grande Heliport,-48.507202,-27.187246,heliport,Bombinhas
SD7J,Estância Rio Branco Airport,-57.241389,-15.079722,small_airport,Barra do Bugres
SD7K,Barracuda Heliport,-38.984933,-14.280480,heliport,Itacaré
SD7L,Fazenda Tozzo I Airstrip,-58.001182,-13.393625,small_airport,Campo Novo do Parecis
SD7M,Moinho Airport,-48.784112,-18.903074,small_airport,Monte Alegre de Minas
SD7N,Fazenda Lago Azul Airstrip,-54.814668,-21.953501,small_airport,Itaporã
SD7O,Giongo Participações - Fazenda Camila Airport,-53.616987,-13.734591,small_airport,Gaúcha do Norte
SD7P,Fazenda Terra Madre Airstrip,-47.524444,-7.950556,small_airport,Barra do Ouro
SD7Q,Fazenda Norton Airport,-45.923611,-8.423611,small_airport,Tasso Fragoso
SD7R,Refúgio das Garças Heliport.,-38.513335,-12.743425,heliport,Candeias
SD7S,Fazenda Guatambu Airport,-55.448171,-9.746181,small_airport,Novo Mundo
SD7T,Base de Operações Aéreas da PRF Heliport,-51.176111,-29.972500,heliport,Porto Alegre
SD7V,Ten. Brig. Ar Waldir de Vasconcelos Heliport (Moved to the airport),-43.378032,-22.981916,heliport,Rio de Janeiro
SD7X,Fly Aviação Agrícola Airport,-56.122500,-12.139167,small_airport,Ipiranga do Norte
SD7Y,Villa Pinheiro Heliport,-47.370278,-23.640000,heliport,Piedade
SD7Z,Fazenda Tartus Airstrip,-47.149313,-6.252453,small_airport,Porto Franco
SD8A,Agropecuária Antunes Airport,-55.232613,-22.744763,small_airport,Laguna Carapã
SD8B,Fazenda São Domingos Airport,-56.355833,-17.635000,small_airport,Corumbá
SD8D,HDG Heliport,-49.155194,-16.734115,heliport,Goiânia
SD8E,Fazenda Três Corações Airstrip,-50.781599,-7.424742,small_airport,Bannach
SD8G,Fazenda Tambaú Airstrip,-54.547679,-1.614735,small_airport,Alenquer
SD8J,Guarujá Golf Club Heliport,-46.194444,-23.970833,heliport,Guarujá
SD8K,Planalto da Conquista Airstrip,-40.456229,-14.690285,small_airport,Planalto
SD8L,Heliponto da Base Naval do Rio de Janeiro,-43.135505,-22.870808,heliport,Niterói
SD8M,Fazenda Alegria - H Heliport,-45.359167,-4.334444,heliport,Vitorino Freire
SD8N,Fazenda Nova Era Agropecuária Airstrip,-60.105561,-15.356406,small_airport,Vila Bela da Santíssima Trindade
SD8O,Berço das Gerais Airport,-43.609586,-14.770743,small_airport,Matias Cardoso
SD8P,GAPS 1 Airport,-49.850090,-9.414194,small_airport,Caseara
SD8Q,Aeroagrícola Tangará Airstrip,-47.914167,-20.685000,small_airport,Orlândia
SD8R,São José da Boa Vista I Airstrip,-58.334722,-12.365556,small_airport,Brasnorte
SD8S,Fazenda Alegria – P Airstrip,-45.367778,-4.319444,small_airport,Vitorino Freire
SD8U,UTIDA Airstrip,-58.006111,-13.337778,small_airport,Campo Novo do Parecis
SD8V,Fazenda Campos Belos Airstrip,-48.060320,-5.576610,small_airport,Araguatins
SD8W,Fazenda Palmeiras do Guaporé Airport,-60.246389,-15.235000,small_airport,Vila Bela da Santíssima Trindade
SD8X,Canal SS Airport,-50.990664,-19.069226,small_airport,Itarumã
SD8Y,Fazenda São Pedro Airstrip,-47.220556,-4.887500,small_airport,Açailândia
SD8Z,Fazenda Tocantins Airstrip,-54.438111,-12.729049,small_airport,Nova Ubiratã
SD95,Fazenda Sete de Setembro Airport,-52.577289,-14.056831,small_airport,Água Boa
SD9A,Caputi Airport,-60.202500,-12.719167,small_airport,Vilhena
SD9B,Fazenda Planada Airport,-56.711844,-7.564035,small_airport,Itaituba
SD9D,Pista Girassol,-57.140031,-5.357596,small_airport,Itaituba
SD9E,Fazenda Curuá Airstrip,-55.126111,-1.394722,small_airport,Alenquer
SD9F,Fazenda Santa Tereza Airstrip,-68.840278,-9.224444,small_airport,Sena Madureira
SD9G,Fazenda Maria da Penha Galletti Gava Airstrip,-56.447500,-2.065833,small_airport,Terra Santa
SD9H,Fazenda Floresta Heliport,-44.862449,-4.676264,heliport,Igarapé Grande
SD9I,Rancho Oliveira Airstrip,-55.365195,-7.047174,small_airport,Novo Progresso
SD9J,Frigorífico Nutribrás Heliport,-55.709010,-12.482347,heliport,Sorriso
SD9K,Villa do Lago Heliport,-44.708660,-20.313875,heliport,Carmo do Cajuru
SD9L,Aeroparque Paulo,-49.934211,-8.088011,small_airport,Redenção
SD9M,Sítio Mequéns Airstrip,-62.387778,-13.095556,small_airport,Alta Floresta d'Oeste
SD9N,Bahia Blue Heliport,-39.071667,-16.499167,heliport,Porto Seguro
SD9P,Zo´é Airport,-55.837444,-0.327078,small_airport,Óbidos
SD9Q,Arena Fly Airport,-48.334372,-19.019806,small_airport,Uberlândia
SD9R,Fazenda Vitória Airport,-45.376239,-12.124603,small_airport,Barreiras
SD9S,Fazenda Madre Regina Airport,-45.793741,-11.844545,small_airport,Barreiras
SD9T,Dias Branco Heliport,-37.780062,-4.431177,heliport,Fortim
SD9U,Copobras Heliport,-49.183999,-28.321090,heliport,São Ludgero
SD9V,Fazenda Touro Morto Airport,-57.612222,-19.915000,small_airport,Corumbá
SD9X,Fazenda Aparecida Heliport,-48.517500,-21.039722,heliport,Bebedouro
SD9Y,Noma Airstrip,-63.509715,-12.096198,small_airport,São Francisco do Guaporé
SD9Z,Fazenda Independência Airport,-60.135748,-12.579633,small_airport,Vilhena
SDA1,São Sebastião Airport,-52.798056,-2.142778,small_airport,Porto de Moz
SDA2,Attack Heliport,-43.881389,-19.597222,heliport,Lagoa Santa
SDA3,Fazenda Serra Dourada Airport,-59.649242,-14.339912,small_airport,Nova Lacerda
SDA6,Porto Airstrip,-51.028055,-26.267458,small_airport,Porto União
SDA7,Fazenda Nossa Senhora Aparecida Airport,-57.706944,-15.178333,small_airport,Lambari d'Oeste
SDA8,Fazenda Passagem Funda Airport,-46.103506,-13.959684,small_airport,Correntina
SDA9,Tijucas do Sul Airstrip,-49.175278,-25.873888,small_airport,Tijucas do Sul
SDAA,Araras Airport,-47.357898,-22.338227,small_airport,Araras
SDAC,Aché Heliport,-46.522154,-23.474943,heliport,Guarulhos
SDAD,Everaldo Moras Barreto Airport,-51.097509,-21.696275,small_airport,Adamantina
SDAE,São Pedro Airport,-47.896111,-22.583127,small_airport,São Pedro
SDAF,Fazenda Palmeiras Airport,-47.719299,-22.156700,small_airport,Analândia
SDAG,Angra dos Reis Airport,-44.307098,-22.975300,small_airport,Angra dos Reis
SDAH,Signo Resgate Alphaville Heliport,-46.848300,-23.493536,heliport,Barueri
SDAI,Americana Airport,-47.269408,-22.755917,small_airport,Americana
SDAJ,Fazenda Recanto Airport,-54.063315,-22.591303,small_airport,Jateí
SDAK,Solar das Paineiras Heliport,-46.855600,-22.296500,heliport,Mogi Guaçu
SDAM,Estadual de Campos dos Amarais - Prefeito Francisco Amaral Airport,-47.107573,-22.859866,small_airport,Campinas
SDAN,Fazenda Santo Ângelo Airport,-48.259931,-22.245274,small_airport,Brotas
SDAO,Fazenda Portela Airport,-56.543219,-14.025612,small_airport,São José do Rio Claro
SDAP,Hospital Paulistano Helipad,-46.642225,-23.565280,heliport,São Paulo
SDAS,Fazenda Santo Antônio Airport,-51.283088,-21.276203,small_airport,Mirandópolis
SDAT,Hospital e Maternidade Vitória Helipad,-46.561786,-23.563230,heliport,São Paulo
SDAU,Fazenda Itau Airport,-52.621400,-19.468500,small_airport,Água Clara
SDAW,Banco Industrial Heliport,-46.685430,-23.591903,heliport,São Paulo
SDAX,Bradesco - Sta Cecília Heliport,-46.649323,-23.539454,heliport,São Paulo
SDB1,Fazenda Campo Belo Airstrip,-49.441308,-19.494945,small_airport,Campina Verde
SDB2,Fazenda Guarabu Airport,-48.804732,-7.356910,small_airport,Araguaína
SDB3,AFG I Airport,-58.903478,-14.600279,small_airport,Vale de São Domingos
SDB4,Fazenda Morumbi Airstrip,-51.909806,-11.889061,small_airport,Bom Jesus do Araguaia
SDB5,Fazenda Santa Alcides Airport,-50.794430,-18.099072,small_airport,Rio Verde
SDB6,Dal Amargosa Heliport,-39.595833,-13.041667,heliport,Amargosa
SDB7,Fazenda Lagoa do Guaporé II Airport,-59.223056,-15.303611,small_airport,Pontes e Lacerda
SDBA,Batatais Airport,-47.585757,-20.877218,small_airport,Batatais
SDBB,Bebedouro Airport,-48.473547,-20.900252,small_airport,Bebedouro
SDBC,Bradesco Alphaville Heliport,-46.857773,-23.487479,heliport,Barueri
SDBE,Biopalma Airport,-48.814600,-2.208000,small_airport,Moju
SDBF,Porto Seguro Heliport,-46.645410,-23.530323,heliport,São Paulo
SDBG,Barra Green Heliport,-43.347282,-23.006633,heliport,Rio de Janeiro
SDBH,Bandeirantes Heliport,-46.710718,-23.595202,heliport,São Paulo
SDBI,Fazenda Piray Airport,-55.055907,-23.885222,small_airport,Sete Quedas
SDBK,Botucatu - Tancredo de Almeida Neves Airport,-48.468161,-22.937765,small_airport,Botucatu
SDBL,BFC Heliport,-46.654054,-23.562178,heliport,São Paulo
SDBM,Hospital Beneficência Portuguesa Heliport,-46.641469,-23.567798,heliport,São Paulo
SDBN,Associação Recreativa Fazenda Bonanza Airport,-47.557561,-23.687623,small_airport,Salto de Pirapora
SDBO,Morada Nova Heliport,-44.372855,-19.466255,heliport,Inhaúma
SDBP,Fazenda Pontal Airport,-51.116102,-15.736869,small_airport,Santa Fé de Goiás
SDBQ,Hospital São Mateus Helipad,-38.480081,-3.741723,heliport,Fortaleza
SDBV,Balneário São Januário Airport,-47.762500,-24.869000,small_airport,Ilha Comprida
SDBW,Banespa República Heliport,-46.644634,-23.543560,heliport,São Paulo
SDBY,Bariri - Aparecido O. Silva Airport,-48.706402,-22.069201,small_airport,Bariri
SDC0,Santa Maria das Barreiras Airport,-49.725833,-8.850278,small_airport,Santa Maria das Barreiras
SDC1,Comandante Wilson do Egito Coelho Heliport,-41.237036,-5.020642,heliport,Buriti dos Montes
SDC2,Fazenda Onça Preta Airstrip,-65.927796,-9.025920,small_airport,Lábrea
SDC3,Algodoeira Santa Luzia Airport,-58.863761,-13.690859,small_airport,Sapezal
SDC4,Condomínio Aeronáutico Hangar Fly Residence Airport,-40.471180,-9.324150,small_airport,Petrolina
SDC6,Fazenda Bom Destino Airstrip,-55.316111,-22.974444,small_airport,Aral Moreira
SDC7,Heliponto do Centro de Avaliação da Ilha da Marambaia (CADIM),-43.989832,-23.061338,heliport,Mangaratiba
SDCA,Capão Bonito Airport,-48.356246,-24.034346,small_airport,Capão Bonito
SDCD,Catanduva Airport,-48.988701,-21.149200,small_airport,Catanduva
SDCG,Senadora Eunice Micheles Airport,-68.921056,-3.469070,small_airport,São Paulo De Olivença
SDCJ,Fazenda São Domingos Airstrip,-53.584238,-17.689156,small_airport,Alto Araguaia
SDCL,Fazenda Campo Alegre Airport,-49.208889,-23.154167,small_airport,Cerqueira César
SDCM,Sete Povos Airport,-46.163263,-12.863937,small_airport,São Desidério
SDCN,Centro Médico Naval Marcílio Dias Heliport,-43.283499,-22.913248,heliport,Rio De Janeiro
SDCO,Sorocaba Airport,-47.490002,-23.478001,small_airport,Sorocaba
SDCP,Hotel Sant`anna Heliport,-46.747041,-22.736913,heliport,Amparo
SDCQ,Mediterâneo Heliport,-46.853074,-23.593211,heliport,Cotia
SDCR,Fazenda Caiçara Airport,-46.827228,-24.068469,small_airport,Itanhaém
SDCS,Veracel Heliport,-39.413109,-16.092557,heliport,Eunápolis
SDCT,Fazenda Santo Antonio do Oriçanga Airport,-46.969278,-22.232574,small_airport,Estiva Gerbi
SDCU,Brigadeiro Francisco Pinto de Moura Airport,-42.114451,-22.557248,small_airport,Casemiro de Abreu
SDCV,Citibank Helipad,-46.653480,-23.564956,heliport,São Paulo
SDCW,Fazenda Paloma Airport,-48.833504,-20.321423,small_airport,Colômbia
SDCY,Camargo Corrêa Heliport,-46.687818,-23.591726,heliport,São Paulo
SDCZ,Fazenda Bom Jardim Airport,-44.091702,-22.935009,small_airport,Mangaratiba
SDD1,Marquespan Helistop,-47.850945,-23.331452,heliport,Tatuí
SDD2,Dolce Vita Praia Morro de São Paulo Heliport,-38.914167,-13.412222,heliport,Cairu
SDD3,Fazenda Tangará Airport,-51.276058,-12.634957,small_airport,Ribeirão Cascalheira
SDD4,Fazenda Pérola Airport,-45.452741,-12.448789,small_airport,São Desidério
SDD5,Fazenda Retiro 27 Airport,-56.597130,-19.374195,small_airport,Corumbá
SDD6,Fazenda Nova Aliança Udo Kudiess e Filhos Airport,-44.499934,-7.523437,small_airport,Uruçuí
SDD9,Pista São Bento,-57.471703,-5.258659,small_airport,Itaituba
SDDB,Paradiso Agropecuária Airport,-50.090190,-22.617649,small_airport,Campos Novos Paulista
SDDD,Fazenda São Francisco Airport,-55.784570,-17.861500,small_airport,Corumbá
SDDE,Fazenda Dois Irmãos Airport,-61.777196,-8.012773,small_airport,Manicoré
SDDG,Hospital Samaritano Heliport,-46.662451,-23.538711,heliport,São Paulo
SDDH,Birmann 29 Heliport,-46.681144,-23.588865,heliport,São Paulo
SDDI,Fazenda Tamara Airport,-50.833044,-21.592370,small_airport,Salmourão
SDDJ,Fazenda Santa Maria Airport,-50.083376,-20.849434,small_airport,Monções
SDDK,Saint-Exupéry Airport,-49.985884,-22.481225,small_airport,Ocauçu
SDDN,Andradina Airport,-51.382252,-20.925031,small_airport,Andradina
SDDO,Cândido Mendes Helipad,-43.175278,-22.904167,heliport,Rio de Janeiro
SDDQ,Fazenda São Francisco Airport,-45.511270,-11.694350,small_airport,Riachão das Neves
SDDR,Dracena Airport,-51.606899,-21.460501,small_airport,Dracena
SDDT,Imbetiba Heliport,-41.770653,-22.388895,heliport,Macaé
SDDV,Usina Catanduva Airport,-48.845197,-21.128860,small_airport,Palmares Paulista
SDDX,Fazenda Paiquerê Airport,-50.504632,-19.884363,small_airport,Populina
SDDY,Cesari Heliport,-46.367939,-23.823639,heliport,Cubatão
SDDZ,Vila São Paulo/Mercosul Heliport,-51.332634,-22.696708,heliport,Alvorada do Sul
SDE1,Fazenda Santa Luzia Airport,-51.744906,-9.343584,small_airport,São Félix do Xingu
SDE3,Localiza BH Helipad,-43.946659,-19.884745,heliport,Belo Horizonte
SDE6,Fazenda ITK Agro Airport,-55.313611,-30.031667,small_airport,Alegrete
SDE8,Hospital Cinco de Outubro Heliport,-49.845358,-6.523769,heliport,Canaã dos Carajás
SDE9,Fazenda ACF Heliport,-46.213539,-22.839349,heliport,Extrema
SDEA,Edifício HSBC Tower Heliport,-46.684200,-23.583497,heliport,São Paulo
SDED,Scoda Aeronáutica Airport,-47.700402,-22.440516,small_airport,Ipeúna
SDEH,Fazenda Santo Antônio Heliport,-47.326240,-22.379294,heliport,Araras
SDEI,Canopus Corporate Alphaville Heliport,-46.844784,-23.503812,heliport,Barueri
SDEJ,Fazenda Guará do Pinhal Airport,-48.072935,-23.666115,small_airport,Itapetininga
SDEK,Barra do Una Heliport,-45.747076,-23.736220,heliport,São Sebastião
SDEL,Condomínio Spázio Central JK Heliport,-46.685693,-23.591092,heliport,São Paulo
SDEM,Estância Machado Airport,-51.454858,-22.104056,small_airport,Álvares Machado
SDEN,Costa Esmeralda Airport,-48.621800,-27.166500,small_airport,Porto Belo
SDEO,Fazenda Entre Rios Airport,-48.659401,-21.878599,small_airport,Ibitinga
SDEP,Geraldo Moacir Bordon State Airport,-52.143281,-21.774665,small_airport,Presidente Epitácio
